customer_id,name,email,total_spend,social_handle,success,reason
984,Nancy Miller,nancy.miller@yahoo.com,2604.82,@nancy_miller_social,True,Successfully found social handle for user
995,John Thompson,john_thompson@yahoo.com,3028.54,@john_thompson_social,True,Successfully found social handle for user
996,Matthew Brown,notfound7@example.com,761.73,,False,Profile not found (404)
999,Linda Lee,linda_lee@company.com,2465.59,@linda_lee_social,True,Successfully found social handle for user
A180,Donna Lee,donna_lee@outlook.com,637.88,@donna_lee_social,True,Successfully found social handle for user
A212,James Lewis,notfound10@example.com,4262.08,,False,Profile not found (404)
A223,James Smith,jamessmith@hotmail.com,194.41,@jamessmith_social,True,Successfully found social handle for user
A243,Donna Thompson,donna_thompson@gmail.com,1428.94,@donna_thompson_social,True,Successfully found social handle for user
A254,Jessica Wilson,jessicawilson@example.com,1728.92,@jessicawilson_social,True,Successfully found social handle for user
A262,Matthew White,matthewwhite@hotmail.com,631.99,@matthewwhite_social,True,Successfully found social handle for user
A308,Lisa Ramirez,lisa_ramirez@outlook.com,375.54,@lisa_ramirez_social,True,Successfully found social handle for user
A502,Mary Williams,mary_williams@company.com,1624.39,@mary_williams_social,True,Successfully found social handle for user
A528,Charles Walker,notfound16@example.com,519.84,,False,Profile not found (404)
A749,Anthony Smith,notfound26@example.com,1078.81,,False,Profile not found (404)
A884,Barbara Walker,barbarawalker@company.com,2423.97,@barbarawalker_social,True,Successfully found social handle for user
A909,Sandra Williams,sandra.williams@gmail.com,2095.77,@sandra_williams_social,True,Successfully found social handle for user
B172,Sandra Ramirez,sandra_ramirez@outlook.com,2212.16,@sandra_ramirez_social,True,Successfully found social handle for user
B173,John Garcia,johngarcia@hotmail.com,3048.3,@johngarcia_social,True,Successfully found social handle for user
B230,Anthony Clark,anthonyclark@yahoo.com,1847.71,@anthonyclark_social,True,Successfully found social handle for user
B299,Donna Lewis,donna.lewis@hotmail.com,2222.48,@donna_lewis_social,True,Successfully found social handle for user
B353,Barbara Smith,barbarasmith@yahoo.com,2295.61,@barbarasmith_social,True,Successfully found social handle for user
B372,Anthony King,notfound25@example.com,2147.35,,False,Profile not found (404)
B400,Nancy Wright,nancy_wright@company.com,983.92,@nancy_wright_social,True,Successfully found social handle for user
B429,Karen Moore,karen.moore@outlook.com,3927.96,@karen_moore_social,True,Successfully found social handle for user
B460,Donna Sanchez,notfound20@example.com,3492.2,,False,Profile not found (404)
B512,Joseph Wilson,notfound29@example.com,2364.59,,False,Profile not found (404)
B528,Mark Thomas,notfound9@example.com,437.66,,False,Profile not found (404)
B538,Joseph Anderson,joseph.anderson@hotmail.com,4092.27,@joseph_anderson_social,True,Successfully found social handle for user
B565,Nancy Allen,nancyallen@outlook.com,2057.24,@nancyallen_social,True,Successfully found social handle for user
B761,Steven Lee,stevenlee@outlook.com,1766.05,@stevenlee_social,True,Successfully found social handle for user
B866,Jennifer Wilson,,4907.97,,False,No email provided
B923,Michelle Lee,michelle.lee@gmail.com,1981.73,@michelle_lee_social,True,Successfully found social handle for user
C138,Christopher Thompson,christopherthompson@hotmail.com,631.69,@christopherthompson_social,True,Successfully found social handle for user
C149,David Anderson,notfound19@example.com,2919.11,,False,Profile not found (404)
C175,Karen Lewis,karenlewis@example.com,583.75,@karenlewis_social,True,Successfully found social handle for user
C242,Anthony Allen,anthony.allen@yahoo.com,335.56,@anthony_allen_social,True,Successfully found social handle for user
C264,Christopher Lopez,christopher_lopez@outlook.com,650.01,@christopher_lopez_social,True,Successfully found social handle for user
C266,Christopher Davis,christopher.davis@example.com,81.66,@christopher_davis_social,True,Successfully found social handle for user
C375,Daniel Hill,daniel.hill@yahoo.com,1950.23,@daniel_hill_social,True,Successfully found social handle for user
C383,Sharon King,sharon.king@example.com,3624.78,@sharon_king_social,True,Successfully found social handle for user
C397,William Harris,william.harris@hotmail.com,1954.92,@william_harris_social,True,Successfully found social handle for user
C401,Donald Lewis,donaldlewis@outlook.com,624.08,@donaldlewis_social,True,Successfully found social handle for user
C551,Karen Allen,karen_allen@yahoo.com,696.27,@karen_allen_social,True,Successfully found social handle for user
C566,Linda Sanchez,lindasanchez@company.com,527.51,@lindasanchez_social,True,Successfully found social handle for user
C594,Joseph Thompson,joseph.thompson@yahoo.com,2336.78,@joseph_thompson_social,True,Successfully found social handle for user
C602,Joshua Wright,joshua_wright@outlook.com,2109.99,@joshua_wright_social,True,Successfully found social handle for user
C708,Carol Allen,notfound6@example.com,1621.64,,False,Profile not found (404)
C807,Mary Moore,notfound2@example.com,2271.49,,False,Profile not found (404)
C854,Patricia Robinson,patricia.robinson@outlook.com,3205.25,@patricia_robinson_social,True,Successfully found social handle for user
C978,Joseph Young,joseph_young@example.com,3553.77,@joseph_young_social,True,Successfully found social handle for user
C999,Mark Lopez,,1704.69,,False,No email provided
D145,Jessica Gonzalez,jessica.gonzalez@company.com,1865.62,@jessica_gonzalez_social,True,Successfully found social handle for user
D179,Paul Lee,paul.lee@hotmail.com,3202.91,@paul_lee_social,True,Successfully found social handle for user
D262,Patricia Jackson,patricia.jackson@yahoo.com,788.93,@patricia_jackson_social,True,Successfully found social handle for user
D297,Barbara Miller,barbaramiller@yahoo.com,4373.22,@barbaramiller_social,True,Successfully found social handle for user
D321,David Garcia,david.garcia@company.com,1464.5,@david_garcia_social,True,Successfully found social handle for user
D347,Steven Moore,steven_moore@example.com,1464.62,@steven_moore_social,True,Successfully found social handle for user
D362,Joshua Jackson,joshua_jackson@outlook.com,4189.44,@joshua_jackson_social,True,Successfully found social handle for user
D370,William Lewis,william_lewis@hotmail.com,563.0,@william_lewis_social,True,Successfully found social handle for user
D375,Michael Hernandez,michael_hernandez@company.com,1184.83,@michael_hernandez_social,True,Successfully found social handle for user
D391,Christopher Miller,christophermiller@example.com,1245.28,@christophermiller_social,True,Successfully found social handle for user
D437,Steven Smith,steven_smith@outlook.com,509.81,@steven_smith_social,True,Successfully found social handle for user
D460,Matthew Thomas,matthew.thomas@hotmail.com,695.09,@matthew_thomas_social,True,Successfully found social handle for user
D468,Michelle Garcia,michelle.garcia@example.com,3163.05,@michelle_garcia_social,True,Successfully found social handle for user
D501,Ruth Flores,notfound3@example.com,3485.63,,False,Profile not found (404)
D535,Susan White,susanwhite@hotmail.com,3340.21,@susanwhite_social,True,Successfully found social handle for user
D622,James Wilson,james.wilson@hotmail.com,1405.78,@james_wilson_social,True,Successfully found social handle for user
D696,Mary Hernandez,maryhernandez@gmail.com,1141.89,@maryhernandez_social,True,Successfully found social handle for user
D697,Anthony Taylor,anthony_taylor@gmail.com,2538.83,@anthony_taylor_social,True,Successfully found social handle for user
D722,Helen Gonzalez,helengonzalez@example.com,2273.03,@helengonzalez_social,True,Successfully found social handle for user
D908,Donald Jackson,,186.9,,False,No email provided
D939,Joshua Lewis,joshualewis@yahoo.com,4252.49,@joshualewis_social,True,Successfully found social handle for user
E104,Paul Lee,paullee@gmail.com,1202.48,@paullee_social,True,Successfully found social handle for user
E116,James Sanchez,james_sanchez@example.com,1754.5,@james_sanchez_social,True,Successfully found social handle for user
E162,Ruth Brown,ruth.brown@hotmail.com,1453.53,@ruth_brown_social,True,Successfully found social handle for user
E181,Charles Hernandez,charles_hernandez@yahoo.com,190.33,@charles_hernandez_social,True,Successfully found social handle for user
E241,Robert Robinson,robert_robinson@hotmail.com,3668.55,@robert_robinson_social,True,Successfully found social handle for user
E327,Nancy Hill,nancy.hill@outlook.com,4755.03,@nancy_hill_social,True,Successfully found social handle for user
E332,Carol Young,carol_young@example.com,2404.65,@carol_young_social,True,Successfully found social handle for user
E336,Patricia Torres,patricia_torres@example.com,1509.14,@patricia_torres_social,True,Successfully found social handle for user
E338,Jessica King,jessica_king@hotmail.com,1159.79,@jessica_king_social,True,Successfully found social handle for user
E342,Anthony White,notfound1@example.com,3160.34,,False,Profile not found (404)
E350,Michael Lewis,michael.lewis@hotmail.com,219.89,@michael_lewis_social,True,Successfully found social handle for user
E409,Karen Scott,karen.scott@company.com,1006.1,@karen_scott_social,True,Successfully found social handle for user
E503,Sarah Young,sarahyoung@example.com,2873.83,@sarahyoung_social,True,Successfully found social handle for user
E517,Thomas Lopez,thomas.lopez@yahoo.com,410.34,@thomas_lopez_social,True,Successfully found social handle for user
E604,Paul Williams,paulwilliams@example.com,340.2,@paulwilliams_social,True,Successfully found social handle for user
E627,Charles Thomas,charlesthomas@gmail.com,7898.23,@charlesthomas_social,True,Successfully found social handle for user
E794,Lisa Rodriguez,lisa_rodriguez@outlook.com,1422.75,@lisa_rodriguez_social,True,Successfully found social handle for user
E826,Michael Moore,michaelmoore@outlook.com,2423.8,@michaelmoore_social,True,Successfully found social handle for user
E827,Helen Nguyen,notfound4@example.com,2403.11,,False,Profile not found (404)
E833,Mark Miller,mark_miller@company.com,1764.8,@mark_miller_social,True,Successfully found social handle for user
E856,Steven Jackson,steven_jackson@yahoo.com,1890.64,@steven_jackson_social,True,Successfully found social handle for user
E881,Charles Martinez,charles.martinez@outlook.com,5177.03,@charles_martinez_social,True,Successfully found social handle for user
E910,Jessica Lee,jessica.lee@company.com,3258.59,@jessica_lee_social,True,Successfully found social handle for user
E925,Elizabeth Davis,elizabethdavis@example.com,450.84,@elizabethdavis_social,True,Successfully found social handle for user
E968,Donald Moore,donald_moore@yahoo.com,1079.81,@donald_moore_social,True,Successfully found social handle for user
